Series,Puzzle ID,Puzzle Type,Title,Publish Time,Author,Tags,Start Message,Notes,Starting X,Starting Y,Clue Number,Across Clue,Answer,Clue,Question Text,Incorrect Options,Correct Option,Explanation,Puzzle Data
,,Crossword,Space Exploration,,,,,,17,9,27,Down,LYRA,Small constellation with a bright star,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,10,10,29,Down,ASTRON,Short for a space traveler,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,19,11,30,Down,COMET,"Icy space traveler with a tail, like Halley's",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,2,12,31,Down,GRAVITY,Force holding celestial bodies together,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,0,13,33,Down,GALAXY,"Massive system of stars, gas, and dust",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,15,13,35,Down,JUPITER,Largest planet in our solar system,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,6,14,37,Down,LUNAR,Pertaining to the Moon,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,8,15,39,Down,VIRGO,Large zodiac constellation,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,4,16,41,Down,NASA,US space exploration organization,,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
,,Crossword,Space Exploration,,,,,,17,17,43,Down,LEO,"Zodiac constellation, the Lion",,,,,TELESCOPE.ASTEROID..|.C...R.L...P..O...M.|PLASMA.URANUS.COSMOS|.I...T.T.R.T..K.A.O.|.PROBE.ORION.NEPTUNE|.S.R.R...E.I..T.U...|.E.B..MARS.K....RING|...I..E.......SUN.O.|...TAURUS.VOID....V.|......C.T....U.SOLAR|...NEBULA.AXIS...Y..|......R.R.S..T...R.C|..GASSY...T.....HALO|G.R.....EARTH..J...M|A.APOLLO..O...HUBBLE|L.V...U.VENUS..P...T|ALIEN.N.I......I....|X.T.A.AURORA...T.L..|Y.Y.S.R.G.....METEOR|....A..COSMIC..R.O..
